0.17717262,0.89999998,0.65707576,0.55025017,0.56907487,0.43550593,0.35387969,0.36978799,0.45560998,0.45424622,0.48818496,0.64448678,0.46549541,0.52656591,0.54865146,0.39342454,0.78805232,0.48102289,0
0.26991636,0.1,0.46942526,0.56537753,0.43033943,0.56142348,0.32930771,0.44463521,0.7547971,0.64125913,0.37769401,0.50210464,0.64335537,0.50776017,0.66744798,0.38072419,0.77837759,0.31085899,1
0.25188664,0.89999998,0.84388363,0.51675725,0.46111712,0.34117529,0.5430156,0.50039464,0.5795173,0.46986571,0.53689253,0.6698938,0.6170947,0.33144224,0.60473567,0.43364635,0.32766014,0.39502928,0
0.22866656,0.89999998,0.52670974,0.6927985,0.68880689,0.43839487,0.42921525,0.48955035,0.70623231,0.53296387,0.27248907,0.59121573,0.33982748,0.33116725,0.46883169,0.70134103,0.47662845,0.38819852,1
0.24410108,0.89999998,0.1494464,0.56492698,0.76694828,0.36614358,0.48825115,0.52196103,0.44469261,0.51778966,0.45144027,0.51188159,0.40630764,0.42036301,0.57437694,0.61929542,0.43787166,0.46615598,1
0.20790507,0.89999998,0.46669918,0.68318349,0.6015684,0.46275103,0.23251531,0.372917,0.56939012,0.65137458,0.45506501,0.5644393,0.42253512,0.46939802,0.58842599,0.10275077,0.41956463,0.47906202,1
0.1374253,0.1,0.27406368,0.7680769,0.46045414,0.57982659,0.60306364,0.16331598,0.38333452,0.29755014,0.55826801,0.42090562,0.58677572,0.45980114,0.48944214,0.45827156,0.57655722,0.59528857,0
0.24341813,0.89999998,0.48675522,0.60960793,0.52756751,0.50032341,0.30887732,0.4964892,0.56902504,0.73447835,0.5015536,0.6175245,0.42145386,0.59137094,0.51343954,0.60687554,0.63572997,0.42530972,0
0.21937852,0.89999998,0.44727594,0.49427336,0.53982443,0.5908885,0.12917878,0.39089182,0.47320634,0.67894572,0.78953803,0.56375134,0.29974854,0.48066539,0.60735953,0.65710002,0.77882844,0.60438699,1
0.25803313,0.89999998,0.55902427,0.52854484,0.5491662,0.53659338,0.37559333,0.47254139,0.48476857,0.75419974,0.27595314,0.40098959,0.69173372,0.75159085,0.5090847,0.34025726,0.58529413,0.49198037,0
0.18482159,0.89999998,0.71416771,0.64616144,0.63941586,0.58514106,0.53477836,0.43679953,0.47689933,0.30664247,0.42680061,0.68619555,0.52874076,0.66495669,0.47254223,0.36903894,0.6485706,0.38155693,0
0.16146491,0.89999998,0.4982712,0.61634004,0.44239289,0.51490867,0.48631608,0.43158764,0.6514436,0.30839115,0.57838923,0.51447242,0.54559386,0.57593477,0.46170855,0.50746548,0.69201666,0.61210191,1
0.15941608,0.1,0.29192716,0.63563412,0.33543918,0.4279511,0.3267028,0.48060006,0.54135931,0.42377752,0.67254263,0.58650714,0.50268739,0.49553281,0.37004957,0.33810127,0.3797774,0.64298004,1
