4.351558671584858096e-01,6.586679610663529472e-01,1.000000000000000000e+00,5.060292441702473054e-01,6.333027382030889108e-01,5.506861712531102571e-01,6.739228973982623883e-01,1.638373871495145684e-01,5.953464508869096283e-01,4.959831236504556040e-01,6.550526610083751144e-01,4.865596361221648514e-01,2.704215519723658923e-01,5.000537275672676252e-01,3.608656012757536224e-01,2.919293021658708742e-01,4.031515655973689216e-01,4.501289577368133288e-01,3.873076737495997901e-01,5.289430323474987317e-01,4.435201216054433515e-01,3.273911991208918737e-01,6.668612924534838005e-01,4.287868930748794383e-01,5.043152819010813248e-01,0.000000000000000000e+00
4.321970591203665446e-01,5.150711783673954658e-01,5.001064929867027331e-01,5.541996169443299536e-01,5.652011441169926265e-01,3.417002377897079834e-01,5.599270258324567928e-01,5.669232747600458922e-01,4.385380129573328012e-01,9.008607788897819990e-01,4.289413512622524127e-01,7.679613120219810352e-01,3.634871341191661664e-01,1.034774530559983141e-01,2.131543569379814040e-01,4.455782475499416306e-01,3.707255461717876566e-01,4.848808833941665730e-01,5.882604884517633748e-01,5.096575957025654136e-01,4.029245947389660243e-01,4.937085633126400142e-01,3.151457591276654036e-01,3.696695463527773784e-01,7.757188607905520783e-01,0.000000000000000000e+00
4.321970591203665446e-01,5.150711783673954658e-01,5.001064929867027331e-01,5.541996169443299536e-01,5.652011441169926265e-01,3.417002377897079834e-01,5.599270258324567928e-01,5.669232747600458922e-01,4.385380129573328012e-01,9.008607788897819990e-01,4.289413512622524127e-01,7.679613120219810352e-01,3.634871341191661664e-01,1.034774530559983141e-01,2.131543569379814040e-01,4.455782475499416306e-01,3.707255461717876566e-01,4.848808833941665730e-01,5.882604884517633748e-01,5.096575957025654136e-01,4.029245947389660243e-01,4.937085633126400142e-01,3.151457591276654036e-01,3.696695463527773784e-01,7.757188607905520783e-01,0.000000000000000000e+00
2.171713949543511712e-01,4.988176635774810297e-02,5.174719416361035496e-01,3.496179927986376446e-01,3.080235587666584340e-01,6.500909554678780955e-01,7.254215432617443504e-01,5.186191601981691157e-01,6.098400693377266091e-01,2.380690422687774532e-01,3.990440238878070200e-01,5.806537785411419739e-01,5.223642837303539288e-01,5.383001144793413406e-01,4.622790072477956369e-01,2.631807301272627297e-01,5.715101907242841062e-01,2.527774495495061502e-01,2.224752592876239055e-01,5.959028982390758289e-01,3.695643590324061978e-01,3.211182814288388032e-01,4.833255623626233066e-01,3.983121072401153984e-01,4.651050219954068754e-01,0.000000000000000000e+00
3.125595012657147453e-01,5.790660964609823935e-01,5.020305421354089859e-01,4.956987807149880187e-01,5.003943682767348911e-01,4.961433234383731961e-01,8.279442719013485608e-01,2.504064778629526145e-01,4.265191433531357879e-01,5.367294378983369363e-01,6.391154345390939184e-01,6.509666079493869884e-01,3.222043958689179699e-01,3.677932714853104357e-01,9.441321464550667120e-02,3.249838509885932814e-01,4.703491448037529499e-01,4.078610850540549393e-01,6.788601801367144528e-01,5.356041137359461857e-01,3.783072243419478009e-01,4.537988993172829555e-01,3.936780111268629589e-01,7.225540542945834144e-01,7.878508032120362659e-01,0.000000000000000000e+00
2.742844808263701362e-01,5.086242812433008353e-01,5.044950551316890186e-01,5.445183788487856225e-01,4.203918608649834243e-01,4.899965050927543864e-01,5.967000488089788668e-01,7.285361893680574186e-01,4.227755921525615523e-01,6.410535436715579793e-01,4.837891492293420193e-01,6.098661811493752971e-01,3.604086296827400671e-01,5.313789048270887161e-01,5.190183689105112297e-01,4.897428522140178653e-01,3.542367663100878250e-01,6.471327787992383618e-01,6.908122431818343179e-01,4.001321477389747638e-01,4.443561262659061484e-01,5.599814730940074758e-01,2.220668467657997414e-01,6.314210804241732200e-01,5.892621436671625634e-01,0.000000000000000000e+00
2.742844808263701362e-01,5.086242812433008353e-01,5.044950551316890186e-01,5.445183788487856225e-01,4.203918608649834243e-01,4.899965050927543864e-01,5.967000488089788668e-01,7.285361893680574186e-01,4.227755921525615523e-01,6.410535436715579793e-01,4.837891492293420193e-01,6.098661811493752971e-01,3.604086296827400671e-01,5.313789048270887161e-01,5.190183689105112297e-01,4.897428522140178653e-01,3.542367663100878250e-01,6.471327787992383618e-01,6.908122431818343179e-01,4.001321477389747638e-01,4.443561262659061484e-01,5.599814730940074758e-01,2.220668467657997414e-01,6.314210804241732200e-01,5.892621436671625634e-01,0.000000000000000000e+00
3.364282437194315301e-01,5.766220470922484020e-01,5.045068474699679895e-01,4.179322219411262251e-01,3.958952936487122876e-01,3.205244873973222552e-01,6.420592725272379342e-01,5.620520983415970839e-01,4.306895147842075833e-01,1.552767296054279877e-01,8.251396657601487439e-01,8.037354080578980042e-01,5.053737304041745482e-01,3.262443759489083162e-01,1.079236373788622361e-01,6.969488362772133794e-01,4.466104833556763798e-01,5.397859137904834625e-01,6.897269800576781851e-01,4.445491717428084466e-01,5.273410068217264657e-01,3.833719117429126300e-01,3.226926009622556601e-01,6.016457905739540646e-01,5.909609051643460731e-01,0.000000000000000000e+00
3.364282437194315301e-01,5.766220470922484020e-01,5.045068474699679895e-01,4.179322219411262251e-01,3.958952936487122876e-01,3.205244873973222552e-01,6.420592725272379342e-01,5.620520983415970839e-01,4.306895147842075833e-01,1.552767296054279877e-01,8.251396657601487439e-01,8.037354080578980042e-01,5.053737304041745482e-01,3.262443759489083162e-01,1.079236373788622361e-01,6.969488362772133794e-01,4.466104833556763798e-01,5.397859137904834625e-01,6.897269800576781851e-01,4.445491717428084466e-01,5.273410068217264657e-01,3.833719117429126300e-01,3.226926009622556601e-01,6.016457905739540646e-01,5.909609051643460731e-01,0.000000000000000000e+00
3.691371730581568533e-01,3.823053938025865461e-01,5.058805523046877584e-01,4.723144973415522863e-01,3.551143032589919590e-01,4.414806496711462525e-01,5.083849839536535020e-01,3.647000179058467184e-01,7.332428337391336814e-01,3.714519181883819132e-01,5.067070727657942975e-01,6.077227895727936868e-01,5.172500065042047179e-01,5.106196271389724650e-01,4.424218769645510974e-01,3.795857085720381052e-01,5.806504697022403239e-01,4.102960993166518966e-01,4.481915942066392322e-01,4.138650502132433795e-01,4.435018967882728980e-01,2.995741740122872532e-01,2.703824511706485190e-01,4.073314220890639215e-01,3.379663456241112085e-01,0.000000000000000000e+00
