.17717262,.89999998,.65707576,.55025017,.56907487,.43550593,.35387969,.36978799,.45560998,.45424622,.48818496,.64448678,.46549541,.52656591,.54865146,.39342454,.78805232,.48102289,0
.26991636,.1,.46942526,.56537753,.43033943,.56142348,.32930771,.44463521,.7547971,.64125913,.37769401,.50210464,.64335537,.50776017,.66744798,.38072419,.77837759,.31085899,1
.25188664,.89999998,.84388363,.51675725,.46111712,.34117529,.5430156,.50039464,.5795173,.46986571,.53689253,.6698938,.6170947,.33144224,.60473567,.43364635,.32766014,.39502928,0
.22866656,.89999998,.52670974,.6927985,.68880689,.43839487,.42921525,.48955035,.70623231,.53296387,.27248907,.59121573,.33982748,.33116725,.46883169,.70134103,.47662845,.38819852,1
.24410108,.89999998,.1494464,.56492698,.76694828,.36614358,.48825115,.52196103,.44469261,.51778966,.45144027,.51188159,.40630764,.42036301,.57437694,.61929542,.43787166,.46615598,1
.20790507,.89999998,.46669918,.68318349,.6015684,.46275103,.23251531,.372917,.56939012,.65137458,.45506501,.5644393,.42253512,.46939802,.58842599,.10275077,.41956463,.47906202,1
.1374253,.1,.27406368,.7680769,.46045414,.57982659,.60306364,.16331598,.38333452,.29755014,.55826801,.42090562,.58677572,.45980114,.48944214,.45827156,.57655722,.59528857,0
.24341813,.89999998,.48675522,.60960793,.52756751,.50032341,.30887732,.4964892,.56902504,.73447835,.5015536,.6175245,.42145386,.59137094,.51343954,.60687554,.63572997,.42530972,0
.21937852,.89999998,.44727594,.49427336,.53982443,.5908885,.12917878,.39089182,.47320634,.67894572,.78953803,.56375134,.29974854,.48066539,.60735953,.65710002,.77882844,.60438699,1
.25803313,.89999998,.55902427,.52854484,.5491662,.53659338,.37559333,.47254139,.48476857,.75419974,.27595314,.40098959,.69173372,.75159085,.5090847,.34025726,.58529413,.49198037,0
.18482159,.89999998,.71416771,.64616144,.63941586,.58514106,.53477836,.43679953,.47689933,.30664247,.42680061,.68619555,.52874076,.66495669,.47254223,.36903894,.6485706,.38155693,0
.16146491,.89999998,.4982712,.61634004,.44239289,.51490867,.48631608,.43158764,.6514436,.30839115,.57838923,.51447242,.54559386,.57593477,.46170855,.50746548,.69201666,.61210191,1
.15941608,.1,.29192716,.63563412,.33543918,.4279511,.3267028,.48060006,.54135931,.42377752,.67254263,.58650714,.50268739,.49553281,.37004957,.33810127,.3797774,.64298004,1
.21473451,.89999998,.55770421,.65510112,.71524364,.51854789,.3290121,.64296323,.54021323,.66757095,.26509911,.59921777,.58375156,.38293591,.20974477,.44229642,.63930064,.46640494,1
.21760288,.89999998,.50160593,.56661731,.47284892,.58907312,.34386104,.52829742,.74683028,.39644229,.30448052,.44085544,.56436819,.56219977,.4013164,.46777034,.57210129,.39640585,0
.14084002,.1,.28524408,.65527332,.67972153,.69267303,.39859423,.57427204,.5727514,.50025094,.14195947,.65467542,.61617148,.30270392,.40935534,.55514133,.57851231,.48827106,1
.20339765,.89999998,.65073907,.68219769,.74443674,.43755931,.56484365,.64416611,.67600882,.65408629,.68087137,.34665194,.81093872,.61813617,.40107396,.74744898,.77812338,.49444085,0
.21131979,.89999998,.51549512,.76580071,.3496857,.5660004,.39716941,.56012475,.49194923,.55791748,.44330633,.57757223,.48957375,.51686382,.49398392,.44974586,.46375424,.55790055,1
.27975073,.89999998,.68099988,.50443614,.53008926,.41398558,.48450583,.45613387,.32428783,.32287142,.43454203,.52643698,.36578372,.52721918,.54446596,.35755622,.35481283,.62876046,0
.25011098,.1,.61384338,.56019455,.55353034,.73155165,.43515077,.27948058,.26369077,.53265852,.53927815,.54579496,.53026712,.50675499,.26234931,.53353316,.22887613,.67949402,0
.22934949,.89999998,.50537664,.59433782,.44782126,.49385005,.31251949,.39168382,.53574753,.53688645,.69425476,.69322807,.38522309,.60046327,.53690195,.7772876,.51398033,.31239846,1
.25912583,.1,.33715993,.64329588,.44539675,.66317195,.23211776,.42962098,.58174837,.52085221,.41637793,.31867689,.54883659,.45337027,.50722969,.40746418,.3848868,.66139084,1
.23863754,.89999998,.4796676,.5385586,.67057621,.5716669,.25106972,.42708334,.43521422,.66525161,.57257324,.59215158,.52533442,.6910907,.65970385,.68632919,.52894241,.27058238,0
.23071538,.89999998,.59461105,.5709089,.5885216,.29502589,.33298463,.43561691,.55934632,.41578627,.64208043,.59226513,.17709182,.81683797,.71372592,.1920694,.62394059,.62215674,1
.12595186,.89999998,.52113992,.68155026,.36573979,.61065543,.47992799,.65208995,.64907992,.42682093,.51861179,.40210813,.60427976,.52479523,.31563556,.55559206,.46719104,.60421777,0
.20066588,.89999998,.57811552,.56542599,.52170074,.54958951,.3558422,.7523855,.65765136,.36454529,.64458996,.5992052,.60752523,.39706573,.38367337,.76705843,.60382086,.48004183,0
.21541746,.89999998,.48135236,.64295536,.58525795,.3621642,.31311262,.54712707,.48927167,.58891672,.41948116,.41415173,.50155485,.73052847,.57812035,.26957223,.38960582,.61331445,1
.17990439,.1,.23216397,.66764605,.41920021,.51523954,.32861069,.52317405,.55938047,.47692025,.38341141,.47169527,.67794627,.51724541,.47846982,.39010608,.50099242,.42518121,1
.218559,.89999998,.53297472,.54325807,.61389017,.44167566,.41123554,.52934462,.63370502,.68211424,.4875142,.49767646,.42272323,.50297165,.36000159,.34379852,.39040929,.61231834,0
